MSOA Code,MSOA Name,Total population,Local Authority English Name,Proportion of Population in 10% Most Deprived LSOAs,Proportion of Population in 20% Most Deprived LSOAs,Proportion of Population in 30% Most Deprived LSOAs,Proportion of Population in 40% Most Deprived LSOAs,Proportion of Population in 50% Most Deprived LSOAs,Proportion of Population in 60% Most Deprived LSOAs,Proportion of Population in 70% Most Deprived LSOAs,Proportion of Population in 80% Most Deprived LSOAs,Proportion of Population in 90% Most Deprived LSOAs,WIMD 2019 rank,MSOA HoCL English Name,MSOA HoCl Welsh Name
W02000172,Swansea 005,10448,Swansea,0,0.14529096477794792,0.14529096477794792,0.42237748851454826,0.5689127105666156,0.7291347626339969,0.7291347626339969,1,1,214,Gorseinon,Gorseinon
W02000059,Flintshire 002,6694,Flintshire,0,0,0.287720346579026,0.6579025993426949,0.6579025993426949,0.6579025993426949,0.6579025993426949,0.6579025993426949,1,213,Mostyn & Holway,Mostyn a Holway
W02000152,Carmarthenshire 011,8368,Carmarthenshire,0,0,0.23745219885277247,0.23745219885277247,0.46546367112810705,0.7404397705544933,1,1,1,212,Llandybie & Saron,Llandybïe a Saron
W02000304,Caerphilly 015,5855,Caerphilly,0,0,0,0.28317677198975233,0.7239965841161401,1,1,1,1,211,Crosskeys South & Ynysddu,De Crosskeys ac Ynys-ddu
W02000287,Merthyr Tydfil 005,8481,Merthyr Tydfil,0,0,0.19632118853908737,0.4655111425539441,0.6551114255394411,0.6551114255394411,0.6551114255394411,1,1,210,Pentre-bach & Mountain Hare,Pentre-bach a Mountain Hare
W02000177,Swansea 010,7023,Swansea,0,0,0.28705681332763777,0.28705681332763777,0.28705681332763777,0.7978072048981917,0.7978072048981917,1,1,209,Llansamlet,Llansamlet
W02000088,Wrexham 011,8189,Wrexham,0,0,0.18708022957626083,0.4865062889241666,0.4865062889241666,0.7430699719135425,0.7430699719135425,1,1,208,Wrexham West,Gorllewin Wrecsam
W02000143,Carmarthenshire 002,5576,Carmarthenshire,0,0,0,0.24515781922525107,0.787661406025825,1,1,1,1,207,"Llandovery, Cil-y-cwm & Cynwyl Gaeo","Llanymddyfri, Cil-y-cwm a Chynwyl Gaeo"
W02000017,Gwynedd 008,7884,Gwynedd,0,0,0.2557077625570776,0.5455352612886859,0.5455352612886859,0.7855149670218163,0.7855149670218163,1,1,206,"Pen-y-groes, Tal-y-sarn & Dyffryn Nantlle","Pen-y-groes, Tal-y-sarn a Dyffryn Nantlle"
W02000398,Cardiff 032,12412,Cardiff,0,0,0,0,0.8770544634224944,1,1,1,1,205,Cathays South & Bute Park,De Cathays a Pharc Biwt
W02000123,Ceredigion 008,8321,Ceredigion,0,0,0,0.24804710972238914,0.8160076913832472,0.8160076913832472,0.8160076913832472,1,1,204,Lampeter & Llanfihangel Ystrad,Llanbedr Pont Steffan a Llanfihangel Ystrad
W02000142,Carmarthenshire 001,5670,Carmarthenshire,0,0,0,0.2765432098765432,0.48994708994708996,1,1,1,1,203,Llanfihangel-ar-arth & Llanybydder,Llanfihangel-ar-arth a Llanybydder
W02000348,Newport 002,7896,Newport,0.2434143870314083,0.2434143870314083,0.2434143870314083,0.2434143870314083,0.2434143870314083,0.2434143870314083,0.2434143870314083,0.2434143870314083,1,202,Malpas,Malpas
W02000396,Cardiff 030,7781,Cardiff,0,0,0,0.2046009510345714,0.5811592340316155,1,1,1,1,201,Roath,Y Rhath
W02000149,Carmarthenshire 008,6460,Carmarthenshire,0,0,0.31857585139318884,0.31857585139318884,0.4907120743034056,0.4907120743034056,0.4907120743034056,1,1,200,Carmarthen South & Llangynnwr,De Caerfyrddin a Llangynnwr
W02000125,Ceredigion 010,7410,Ceredigion,0,0,0,0.19257759784075573,0.5975708502024292,1,1,1,1,199,"Beulah, Troed-yr-aur & Llandysul","Beulah, Troed-yr-aur a Llandysul"
W02000006,Isle of Anglesey 006,6957,Isle of Anglesey,0,0.23673997412677877,0.23673997412677877,0.23673997412677877,0.23673997412677877,0.46557424177087825,0.7737530544775046,1,1,198,Llangefni,Llangefni
W02000104,Powys 008,6233,Powys,0,0.33755815819027757,0.33755815819027757,0.33755815819027757,0.33755815819027757,0.33755815819027757,0.652655222204396,1,1,197,Newtown North,Gogledd-ddwyrain y Drenewydd
W02000153,Carmarthenshire 012,8169,Carmarthenshire,0,0,0.21814175541681968,0.21814175541681968,0.5885665320112621,0.5885665320112621,0.8390255845268699,1,1,196,"Llanddarog, Llangyndeyrn & Ferryside","Llanddarog, Llangyndeyrn a Glanyfferi"
W02000096,Wrexham 019,6528,Wrexham,0,0,0,0.1953125,0.5004595588235294,0.8204656862745098,1,1,1,195,Chirk & Ceiriog Valley,Y Waun a Dyffryn Ceiriog
W02000303,Caerphilly 014,7263,Caerphilly,0,0,0,0.4312267657992565,0.4312267657992565,0.76524851989536,1,1,1,194,Crosskeys North & Abercarn,Gogledd Crosskeys ac Abercarn
W02000279,Rhondda Cynon Taf 028,8054,Rhondda Cynon Taf,0.1329774025329029,0.1329774025329029,0.1329774025329029,0.46871119940402284,0.46871119940402284,0.46871119940402284,0.46871119940402284,0.6364539359324559,0.7892972436056618,193,Beddau & Tyn-y-nant,Beddau a Tyn-y-nant
W02000388,Cardiff 022,5915,Cardiff,0,0,0.26136939983093826,0.26136939983093826,0.5269653423499577,0.5269653423499577,0.5269653423499577,1,1,192,Rumney,Tredelerch
W02000131,Pembrokeshire 006,7071,Pembrokeshire,0,0,0.314948380709942,0.314948380709942,0.314948380709942,0.6422005374063074,0.6422005374063074,1,1,191,Haverfordwest South,De Hwlffordd
W02000202,Neath Port Talbot 004,12178,Neath Port Talbot,0,0,0,0.4625554278206602,0.579816061750698,0.579816061750698,0.901543767449499,0.901543767449499,1,190,Pontardawe,Pontardawe
W02000010,Gwynedd 001,10065,Gwynedd,0.12151018380526578,0.12151018380526578,0.12151018380526578,0.12151018380526578,0.522702434177844,0.6407352210630899,0.6407352210630899,0.6407352210630899,1,189,Bangor City,Dinas Bangor
W02000168,Swansea 001,6628,Swansea,0,0.18105009052504525,0.18105009052504525,0.18105009052504525,0.48823174411587206,0.6837658418829209,0.6837658418829209,0.6837658418829209,1,188,Pontarddulais,Pontarddulais
W02000223,Bridgend 006,6131,Bridgend,0,0,0.26781927907356057,0.26781927907356057,0.26781927907356057,0.26781927907356057,0.6734627303865601,1,1,187,Ynysawdre & Aberkenfig,Ynysawdre ac Abercynffig
W02000011,Gwynedd 002,8237,Gwynedd,0,0.1732426854437295,0.1732426854437295,0.3559548379264295,0.3559548379264295,0.5897778317348549,0.5897778317348549,0.826635911132694,1,186,Bangor South,De Bangor
W02000343,Monmouthshire 008,8610,Monmouthshire,0,0,0.19686411149825783,0.19686411149825783,0.19686411149825783,0.6236933797909407,0.8418118466898955,1,1,185,Chepstow South,De Cas-gwent
W02000016,Gwynedd 007,6648,Gwynedd,0,0,0,0.25225631768953066,0.25225631768953066,0.8288206979542719,0.8288206979542719,1,1,184,Caernarfon West & Waunfawr,Gorllewin Caernarfon a Waunfawr
W02000012,Gwynedd 003,8469,Gwynedd,0,0,0,0,0.47101192584720747,0.742826780021254,1,1,1,183,Bethesda,Bethesda
W02000333,Torfaen 011,6415,Torfaen,0,0.18752922837100547,0.4121590023382697,0.4121590023382697,0.4121590023382697,0.4121590023382697,0.6028059236165237,0.6028059236165237,0.798908807482463,182,Fairwater & Greenmeadow,Fairwater a Greenmeadow
W02000037,Conwy 011,7282,Conwy,0,0,0,0.5160670145564406,0.5160670145564406,0.5160670145564406,0.6906069761054655,1,1,181,Llandudno Junction South & Llasanffraid Glan Conwy,De Cyffordd Llandudno a Llasanffraid Glan Conwy
W02000345,Monmouthshire 010,8144,Monmouthshire,0,0,0,0.20947937131630648,0.5358546168958742,0.7946954813359528,0.7946954813359528,0.7946954813359528,1,180,Caldicot South,De Cil-y-coed
W02000007,Isle of Anglesey 007,7256,Isle of Anglesey,0,0,0,0,0.4171719955898567,0.8289691289966924,1,1,1,179,Bodedern & Rhosneigr,Bodedern a Rhosneigr
W02000145,Carmarthenshire 004,7129,Carmarthenshire,0,0,0,0.2015710478327956,0.4742600645251788,0.7813157525599663,0.7813157525599663,1,1,178,"Llandeilo, Llangadog & Maenordeilo","Llandeilo, Llangadog a Maenordeilo"
W02000127,Pembrokeshire 002,9913,Pembrokeshire,0,0,0,0.1558559467366085,0.5157873499445172,0.711086452133562,0.8808635125592656,1,1,177,Fishguard,Abergwaun
W02000009,Isle of Anglesey 009,7913,Isle of Anglesey,0,0,0,0,0.5154808542904082,0.7351194237330975,1,1,1,176,Newborough,Niwbwrch
W02000080,Wrexham 003,8102,Wrexham,0,0,0.21266353986669959,0.3850901012095779,0.3850901012095779,0.3850901012095779,0.3850901012095779,0.5614663046161441,1,175,Llay South & Gwersyllt East,De Llai a Dwyrain Gwersyllt
W02000236,Bridgend 019,6997,Bridgend,0,0,0.24353294268972417,0.4744890667428898,0.4744890667428898,0.4744890667428898,0.4744890667428898,0.7388880948978134,1,174,Porthcawl East,Dwyrain Porthcawl
W02000039,Conwy 013,7857,Conwy,0,0,0.15234822451317298,0.15234822451317298,0.3922616774850452,0.5843197149039073,0.7605956471935853,1,1,173,Llanfairfechan & Penmaenmawr,Llanfairfechan a Penmaenmawr
W02000276,Rhondda Cynon Taf 025,6364,Rhondda Cynon Taf,0,0,0.3816781898177247,0.3816781898177247,0.3816781898177247,0.3816781898177247,0.5938089252042741,0.8021684475172848,1,172,Church Village East & Ton-teg,Dwyrain Pentre'r Eglwys a Thon-teg
W02000118,Ceredigion 003,6982,Ceredigion,0,0,0.18848467487825837,0.43211114293898595,0.43211114293898595,0.5802062446290461,0.5802062446290461,0.737324548839874,1,171,Aberystwyth South,De Aberystwyth
W02000120,Ceredigion 005,7092,Ceredigion,0,0,0,0,0.16835871404399322,0.8123237450648618,1,1,1,170,Aberaeron & Llanrhystud,Aberaeron a Llanrhystud
W02000193,Swansea 026,10205,Swansea,0,0,0,0.19441450269475746,0.3806957373836355,0.5971582557569819,0.7926506614404704,1,1,169,Brynmill,Brynmill
W02000083,Wrexham 006,9191,Wrexham,0,0,0.3298879338483299,0.3298879338483299,0.3298879338483299,0.3298879338483299,0.5094113806985094,1,1,168,Coedpoeth & Brymbo,Coed-poeth a Brymbo
W02000421,Ceredigion 011,11386,Ceredigion,0,0,0,0.308448972422273,0.5864219216581767,0.5864219216581767,0.7667310732478483,0.8975057087651502,0.8975057087651502,167,"Rheidol, Ystwyth & Caron","Rheidol, Ystwyth a Caron"
W02000057,Denbighshire 016,6338,Denbighshire,0,0,0,0.18254970022088987,0.3504260018933417,0.6019248974439887,1,1,1,166,Llangollen & Llandrillo,Llangollen a Llandrillo
W02000122,Ceredigion 007,6556,Ceredigion,0,0,0,0,0.25061012812690664,1,1,1,1,165,New Quay & Penbryn,Ceinewydd a Phenbryn
W02000170,Swansea 003,8848,Swansea,0.15732368896925858,0.15732368896925858,0.15732368896925858,0.15732368896925858,0.15732368896925858,0.3208634719710669,0.48112567811934903,0.48112567811934903,1,164,Morriston North,Gogledd Treforys
W02000026,Gwynedd 017,7429,Gwynedd,0,0,0,0.47906851527796473,0.47906851527796473,0.47906851527796473,0.7682056804415129,1,1,163,Tywyn & Llangelynnin,Tywyn a Llangelynnin
W02000024,Gwynedd 015,5940,Gwynedd,0,0,0,0,0.2196969696969697,0.4153198653198653,1,1,1,162,Bala & Mawddwy,Y Bala a Mawddwy
W02000049,Denbighshire 008,6524,Denbighshire,0,0,0,0,0.5380134886572655,0.5380134886572655,0.7970570202329859,1,1,161,Dyserth & Tremeirchion,Dyserth a Thremeirchion
W02000025,Gwynedd 016,6509,Gwynedd,0,0,0,0,0.42448916884314025,0.5894914733445998,1,1,1,160,Barmouth & Dolgellau,Y Bermo a Dolgellau
W02000014,Gwynedd 005,7228,Gwynedd,0,0,0,0.293027116768124,0.293027116768124,0.46693414499169894,0.7570558937465413,1,1,159,Llanberis & Deiniolen,Llanberis a Deiniolen
W02000298,Caerphilly 009,7310,Caerphilly,0,0,0.2500683994528044,0.2500683994528044,0.49917920656634746,0.49917920656634746,0.49917920656634746,0.7448700410396717,0.7448700410396717,158,Blackwood,Coed-duon
W02000126,Pembrokeshire 001,8483,Pembrokeshire,0,0,0,0,0.16986915006483555,0.5778616055640693,1,1,1,157,Cilgerran & Crymych,Cilgerran a Chrymych
W02000295,Caerphilly 006,9672,Caerphilly,0,0.15612076095947064,0.15612076095947064,0.15612076095947064,0.49410669975186106,0.49410669975186106,0.49410669975186106,0.6194168734491315,0.7950785773366419,156,Oakdale & Pen-twyn,Oakdale a Phen-twyn
W02000040,Conwy 014,6944,Conwy,0,0,0,0,0,0.7975230414746544,1,1,1,155,"Betws-yn-Rhos, Llangernyw & Llansannan","Betws-yn-Rhos, Llangernyw a Llansannan"
W02000173,Swansea 006,8042,Swansea,0.2106441183785128,0.2106441183785128,0.2106441183785128,0.2106441183785128,0.2106441183785128,0.2106441183785128,0.2106441183785128,0.2106441183785128,1,154,Birchgrove,Gellifedw
W02000100,Powys 004,6248,Powys,0,0,0,0,0.3165813060179257,0.6437259923175416,1,1,1,153,Machynlleth & Banwy,Machynlleth a Banwy
W02000157,Carmarthenshire 016,9550,Carmarthenshire,0,0,0,0,0.15717277486910994,0.6110994764397906,1,1,1,152,Glyn & Pontyberem,Glyn a Phontyberem
W02000108,Powys 012,7179,Powys,0,0,0,0.16938292241259228,0.16938292241259228,0.6677810279983285,0.8267168129265915,1,1,151,"Rhayader, Newbridge-on-Wye & Elan Valley","Rhaeadr Gwy, Y Bontnewydd-ar-Wy a Chwm Elan"
W02000394,Cardiff 028,9953,Cardiff,0,0,0,0,0.3792826283532603,0.5631467899125892,0.7447000904249975,1,1,150,Cathays North,Gogledd Cathays
W02000056,Denbighshire 015,5264,Denbighshire,0,0,0,0.24335106382978725,0.24335106382978725,0.24335106382978725,1,1,1,149,"Corwen, Llanelidan & Efenechdyd","Corwen, Llanelidan ac Efenechdyd"
W02000302,Caerphilly 013,10355,Caerphilly,0,0,0.1441815548044423,0.2766779333655239,0.2766779333655239,0.42839208112023175,0.7149203283437953,0.8680830516658619,1,148,Ystrad Mynach & Nelson,Ystrad Mynach a Nelson
W02000418,Carmarthenshire 027,12423,Carmarthenshire,0,0,0,0.12605650808983337,0.21725831119697336,0.3864605972792401,1,1,1,147,"Whitland, Laugharne & Llansteffan","Hendy-gwyn ar Daf, Lacharn a Llansteffan"
W02000376,Cardiff 010,7016,Cardiff,0,0.24102052451539338,0.24102052451539338,0.24102052451539338,0.24102052451539338,0.24102052451539338,0.5193842645381984,0.770096921322691,0.770096921322691,146,Tongwynlais & Coryton,Tongwynlais a Coryton
W02000097,Powys 001,9179,Powys,0,0,0,0,0.16265388386534482,0.7858154483059157,1,1,1,145,Llanfyllin & Llanwyddyn,Llanfyllin a Llanwyddyn
W02000371,Cardiff 005,9449,Cardiff,0,0,0,0.349984125304265,0.349984125304265,0.349984125304265,0.5230183088157477,0.8512011853106148,1,144,Llanishen,Llanisien
W02000156,Carmarthenshire 015,8449,Carmarthenshire,0,0,0,0,0.24156704935495324,0.6233873831222629,0.8157178364303468,1,1,143,"Llan-non, Cross Hands & Pen-y-groes","Llan-non, Cross Hands a Phen-y-groes"
W02000041,Conwy 015,8620,Conwy,0,0,0,0,0.16415313225058004,0.40556844547563803,1,1,1,142,Llanrwst & Betws-y-coed,Llanrwst a Betws-y-coed
W02000196,Swansea 029,6582,Swansea,0,0,0.22531145548465512,0.4968094804010939,0.4968094804010939,0.4968094804010939,0.4968094804010939,0.4968094804010939,0.4968094804010939,141,West Cross,West Cross
W02000339,Monmouthshire 004,11066,Monmouthshire,0,0,0.12344117115488885,0.12344117115488885,0.12344117115488885,0.4139707211277788,0.6934755105729261,0.8636363636363636,0.8636363636363636,140,Monmouth & Wyesham,Trefynwy a Wyesham
W02000044,Denbighshire 003,5198,Denbighshire,0,0,0,0.2527895344363217,0.2527895344363217,0.5909965371296653,0.5909965371296653,0.5909965371296653,1,139,Prestatyn South,De Prestatyn
W02000073,Flintshire 016,10133,Flintshire,0,0.12464225796901214,0.12464225796901214,0.23704727129181882,0.23704727129181882,0.3809335833415573,0.7362084279088128,0.7362084279088128,0.7362084279088128,138,Mold,Yr Wyddgrug
W02000395,Cardiff 029,7045,Cardiff,0,0,0,0,0.5464868701206529,0.5464868701206529,0.5464868701206529,0.8129169623846699,1,137,Pen-y-lan South,De Pen-y-lan
W02000146,Carmarthenshire 005,6635,Carmarthenshire,0,0,0,0.16096458176337602,0.16096458176337602,0.16096458176337602,0.6541070082893745,1,1,136,"Abergwili, Llanegwad & Carmel","Abergwili, Llanegwad a Charmel"
W02000023,Gwynedd 014,5887,Gwynedd,0,0,0,0,0.4997452012909801,0.4997452012909801,0.4997452012909801,1,1,135,Abersoch & Aberdaron,Abersoch ac Aberdaron
W02000340,Monmouthshire 005,7241,Monmouthshire,0,0,0,0.17221378262670903,0.3144593288219859,0.3144593288219859,0.7344289462781384,1,1,134,Rhaglan & Llantilio Crossenny,Rhaglan a Llandeilo Gresynni
W02000074,Flintshire 017,10033,Flintshire,0,0,0.14133359912289445,0.29492674175221767,0.4539021229941194,0.4539021229941194,0.4539021229941194,0.4539021229941194,1,133,Buckley South,De Bwcle
W02000136,Pembrokeshire 011,8448,Pembrokeshire,0,0,0,0,0.4022253787878788,0.546875,0.546875,1,1,132,Saundersfoot,Saundersfoot
W02000285,Merthyr Tydfil 003,8690,Merthyr Tydfil,0,0,0,0.1385500575373993,0.1385500575373993,0.8029919447640966,0.8029919447640966,0.8029919447640966,0.8029919447640966,131,"Cefncoedycymer, Heolgerrig & Park","Cefncoedycymer, Heolgerrig a Pharc"
W02000020,Gwynedd 011,6966,Gwynedd,0,0,0,0,0.24777490668963537,0.5556991099626759,0.742750502440425,0.742750502440425,1,130,Cricieth & Llanaelhaearn,Cricieth a Llanaelhaearn
W02000141,Pembrokeshire 016,6120,Pembrokeshire,0,0,0,0,0.23643790849673202,0.38120915032679736,0.7207516339869281,1,1,129,Tenby & Caldey,Dinbych-y-pysgod ac Ynys Bŷr
W02000133,Pembrokeshire 008,8245,Pembrokeshire,0,0,0,0,0.17780473013947848,0.4993329290479078,0.641358399029715,1,1,128,"Johnston, Broad Haven & St Ishmaels","Johnston, Aber Llydan a Llanisan-yn-Rhos"
W02000391,Cardiff 025,9588,Cardiff,0,0,0,0,0,0.47455152273675427,0.6266166040884439,1,1,127,Gabalfa,Gabalfa
W02000093,Wrexham 016,6641,Wrexham,0,0,0,0.2326456858906791,0.2326456858906791,0.44993223912061436,0.44993223912061436,0.8010841740701702,1,126,Ruabon & Marchwiel,Rhiwabon a Marchwiel
W02000050,Denbighshire 009,6409,Denbighshire,0,0,0,0,0,0.3423310968949914,0.7990326103916368,1,1,125,Rhuddlan & Bodelwyddan,Rhuddlan a Bodelwyddan
W02000113,Powys 017,8408,Powys,0,0,0.1618696479543292,0.1618696479543292,0.1618696479543292,0.6010941960038059,0.6010941960038059,0.6010941960038059,1,124,Brecon,Aberhonddu
W02000102,Powys 006,6185,Powys,0,0,0,0,0,0.3670169765561843,1,1,1,123,Llanfair Caereinion & Caersws,Llanfair Caereinion a Chaersŵs
W02000004,Isle of Anglesey 004,7276,Isle of Anglesey,0,0,0,0,0.39128642111050027,0.39128642111050027,0.7106926882902693,0.8431830676195712,1,122,Llain-goch & Valley,Llain-goch a'r Fali
W02000128,Pembrokeshire 003,7622,Pembrokeshire,0,0,0,0,0,0,1,1,1,121,St Davids & Letterston,Tyddewi a Treletert
W02000110,Powys 014,6769,Powys,0,0,0,0,0,0.6296351011966317,0.8296646476584429,0.8296646476584429,1,120,Builth Wells & Llanwrtyd Wells,Llanfair-ym-Muallt a Llanwrtyd
W02000147,Carmarthenshire 006,8514,Carmarthenshire,0,0,0,0,0.16960300681230914,0.3713883016208598,0.6141649048625792,1,1,119,Carmarthen West & Cynwyl Elfed,Gorllewin Caerfyrddin a Chynwyl Elfed
W02000189,Swansea 022,8116,Swansea,0,0,0.21759487432232627,0.21759487432232627,0.44147363233119763,0.44147363233119763,0.44147363233119763,0.44147363233119763,0.44147363233119763,118,Ty-coch,Tŷ-coch
W02000107,Powys 011,9681,Powys,0,0,0,0,0.14358020865613055,0.14358020865613055,0.5691560789174672,1,1,117,Knighton & Presteigne,Trefyclo a Llanandras
W02000330,Torfaen 008,7271,Torfaen,0,0,0,0,0.2632375189107413,0.2632375189107413,0.538715444918168,0.7876495667721084,1,116,Croesyceiliog,Croesyceiliog
